Br001AB009220,Bd21-0      20
Br002AB009292,Bd21-3      20
Br001AB009221,Bd21-0      20
Br002AB009278,Bd21-3      20
Br002AB009273,Bd21-3      20
Br002AB009269,Bd21-3      20
Ba131AA008724,ABR12      100
Ba122AB008862,BDTR13N      20
Ba122AB009009,BDTR13N      20
Br002AB009274,Bd21-3      20
Ba012AA008311,Adi-15      100
Ba011AA008163,Adi-14      100
Br001AB009232,Bd21-0      20
Ba122AA008715,BDTR13N      100
Br002AB009275,Bd21-3      20
Ba003AB009037,Adi-2      20
Ba131AA008430,ABR12      100
Ba123AB009157,BDTR13O      20
Ba005AA008304,Adi-4      100
Br002AA009250,Bd21-3      100
Ba123AA008275,BDTR13O      100
Ba012AA008605,Adi-15      100
Br002AA009251,Bd21-3      100
Ba012AA008164,Adi-15      100
Br001AB009226,Bd21-0      20
Br002AB009279,Bd21-3      20
Br001AA009209,Bd21-0      100
Br002AB009276,Bd21-3      20
Ba123AB008863,BDTR13O      20
Ba122AB009156,BDTR13N      20
Ba122AA008421,BDTR13N      100
Ba003AA008596,Adi-2      100
Ba003AA008155,Adi-2      100
Ba012AA008458,Adi-15      100
Br002AB009266,Bd21-3      20
Ba128AB009162,ABR6      20
Ba038AA008484,BdTR1I      100
Ba128AA008721,ABR6      100
Br002AB009289,Bd21-3      20
Ba012AB008899,Adi-15      20
Ba012AB009046,Adi-15      20
Ba123AA008716,BDTR13O      100
Ba003AA008302,Adi-2      100
Ba005AB008892,Adi-4      20
Br001AA009206,Bd21-0      100
Br002AB009270,Bd21-3      20
Ba003AB008890,Adi-2      20
Br001AB009222,Bd21-0      20
Ba131AB009165,ABR12      20
Ba011AB008898,Adi-14      20
Ba011AA008457,Adi-14      100
Br001AB009213,Bd21-0      20
Br002AB009267,Bd21-3      20
Br001AA009207,Bd21-0      100
Br001AA009208,Bd21-0      100
Ba036AB008923,BdTR1G      20
Ba012AB008752,Adi-15      20
Ba011AA008604,Adi-14      100
Ba003AB008743,Adi-2      20
Ba122AA008568,BDTR13N      100
Ba123AA008422,BDTR13O      100
Ba128AB008868,ABR6      20
Br001AB009227,Bd21-0      20
Ba011AB009045,Adi-14      20
Ba122AA008274,BDTR13N      100
Ba128AA008427,ABR6      100
Ba135AA008434,Ban2      100
Ba125AA008424,ABR3      100
Ba135AA008287,Ban2      100
Ba005AB008745,Adi-4      20
Ba033AB008773,BdTR1D      20
Ba038AA008337,BdTR1I      100
Ba037AA008336,BdTR1H      100
Br002AB009268,Bd21-3      20
Ba125AB009159,ABR3      20
Br002AB009290,Bd21-3      20
Ba011AA008310,Adi-14      100
Ba038AB009072,BdTR1I      20
Br001AB009211,Bd21-0      20
Ba005AA008598,Adi-4      100
Br002AA009249,Bd21-3      100
Br001AB009210,Bd21-0      20
Br002AB009272,Bd21-3      20
Ba011AB008751,Adi-14      20
Br001AB009218,Bd21-0      20
Ba128AA008574,ABR6      100
Br002AB009277,Bd21-3      20
Ba038AA008631,BdTR1I      100
Ba038AB008778,BdTR1I      20
Br002AB009280,Bd21-3      20
Ba115AA008267,BDTR13E      100
Ba117AB009004,BDTR13G      20
Ba115AB009149,BDTR13E      20
Ba115AB009002,BDTR13E      20
Ba119AB009153,BDTR13J      20
Ba030AB009064,BdTR1A      20
Ba114AB008854,BDTR13D      20
Ba116AA008268,BDTR13F      100
Ba033AA008185,BdTR1D      100
Ba114AA008560,BDTR13D      100
Ba115AB008855,BDTR13E      20
Ba125AA008277,ABR3      100
Ba125AB009012,ABR3      20
Ba117AB008857,BDTR13G      20
Ba130AB009017,ABR9      20
Ba111AA008557,BDTR13A      100
Ba124AA008570,ABR2      100
Ba130AB009164,ABR9      20
Ba113AB009000,BDTR13C      20
Ba033AA008332,BdTR1D      100
Ba116AA008562,BDTR13F      100
Ba130AA008723,ABR9      100
Ba119AB008859,BDTR13J      20
Ba121AA008273,BDTR13M      100
Ba033AA008479,BdTR1D      100
Ba123AA008569,BDTR13O      100
Br001AB009231,Bd21-0      20
Ba116AA008709,BDTR13F      100
Ba116AB009150,BDTR13F      20
Ba111AA008704,BDTR13A      100
Ba036AA008188,BdTR1G      100
Ba119AA008712,BDTR13J      100
Ba113AB008853,BDTR13C      20
Ba119AA008271,BDTR13J      100
Ba118AA008711,BDTR13H      100
Br002AA009240,Bd21-3      100
Br002AA009246,Bd21-3      100
Br002AA009238,Bd21-3      100
Ba115AA008708,BDTR13E      100
Ba111AB008998,BDTR13A      20
Ba120AB008860,BDTR13K      20
Ba120AB009007,BDTR13K      20
Ba036AB009070,BdTR1G      20
Ba034AA008186,BdTR1E      100
Ba121AA008567,BDTR13M      100
Ba114AB009148,BDTR13D      20
Ba121AB009008,BDTR13M      20
Ba120AB009154,BDTR13K      20
Ba117AA008416,BDTR13G      100
Br001AB009223,Bd21-0      20
Br002AA009239,Bd21-3      100
Ba118AB009005,BDTR13H      20
Ba113AA008412,BDTR13C      100
Ba114AA008266,BDTR13D      100
Ba120AA008419,BDTR13K      100
Ba121AB008861,BDTR13M      20
Ba030AA008476,BdTR1A      100
Ba120AA008713,BDTR13K      100
Ba114AA008413,BDTR13D      100
Ba126AB009013,ABR4      20
Ba038AB008925,BdTR1I      20
Ba036AA008629,BdTR1G      100
Ba129AA008428,ABR7      100
Br001AB009229,Bd21-0      20
Ba118AA008417,BDTR13H      100
Br001AB009225,Bd21-0      20
Ba127AA008279,ABR5      100
Ba094AA008687,BDTR10E      100
Br001AB009217,Bd21-0      20
Ba127AA008720,ABR5      100
Ba128AA008280,ABR6      100
Ba123AB009010,BDTR13O      20
Br001AB009219,Bd21-0      20
Ba003AA008449,Adi-2      100
Br001AB009216,Bd21-0      20
Ba124AA008276,ABR2      100
Ba129AA008575,ABR7      100
Ba121AA008420,BDTR13M      100
Ba111AA008410,BDTR13A      100
Ba118AA008564,BDTR13H      100
Br002AA009243,Bd21-3      100
Ba116AB009003,BDTR13F      20
Ba005AA008451,Adi-4      100
Ba129AA008281,ABR7      100
Ba111AB009145,BDTR13A      20
Ba036AA008335,BdTR1G      100
Ba126AA008719,ABR4      100
Ba124AB008864,ABR2      20
Br002AA009241,Bd21-3      100
Ba117AA008563,BDTR13G      100
Ba113AA008706,BDTR13C      100
Ba097AA008249,BDTR10J      100
Ba115AA008414,BDTR13E      100
Br001AB009215,Bd21-0      20
Ba005AB009039,Adi-4      20
Ba129AB009016,ABR7      20
Ba129AB008869,ABR7      20
Br002AA009248,Bd21-3      100
Ba127AB009014,ABR5      20
Ba117AA008710,BDTR13G      100
Ba124AA008423,ABR2      100
Ba111AA008263,BDTR13A      100
Ba118AA008270,BDTR13H      100
Ba095AA008247,BDTR10H      100
Ba112AB008999,BDTR13B      20
Ba095AB008982,BDTR10H      20
Ba120AA008272,BDTR13K      100
Ba124AA008717,ABR2      100
Ba126AA008278,ABR4      100
Ba112AB009146,BDTR13B      20
Ba033AB008920,BdTR1D      20
Ba095AB008835,BDTR10H      20
Ba125AB008865,ABR3      20
Ba095AB009129,BDTR10H      20
Ba120AA008566,BDTR13K      100
Ba033AB009067,BdTR1D      20
Ba113AB009147,BDTR13C      20
Br001AB009233,Bd21-0      20
Br001AB009234,Bd21-0      20
Ba124AB009011,ABR2      20
Ba002AA008301,Adi-1      100
Ba127AA008573,ABR5      100
Ba127AB008867,ABR5      20
Ba095AA008541,BDTR10H      100
Ba034AB009068,BdTR1E      20
Ba006AB008893,Adi-5      20
Ba096AA008248,BDTR10I      100
Ba129AA008722,ABR7      100
Ba115AA008561,BDTR13E      100
Ba103AA008549,BDTR11D      100
Br002AB009284,Bd21-3      20
Ba103AA008402,BDTR11D      100
Ba095AA008394,BDTR10H      100
Ba125AA008718,ABR3      100
Ba005AA008157,Adi-4      100
Ba116AB008856,BDTR13F      20
Ba119AA008418,BDTR13J      100
Ba008AB008748,Adi-8      20
Ba096AB008836,BDTR10I      20
Ba034AB008774,BdTR1E      20
Ba013AB008900,Adi-17      20
Ba007AB008894,Adi-7      20
Br002AB009288,Bd21-3      20
Ba095AA008688,BDTR10H      100
Ba127AB009161,ABR5      20
Br002AB009283,Bd21-3      20
Ba014AB009048,Adi-18      20
Ba114AB009001,BDTR13D      20
Ba093AA008539,BDTR10D      100
Br001AB009228,Bd21-0      20
Ba096AA008395,BDTR10I      100
Ba009AB008749,Adi-9      20
Ba101AA008694,BDTR11B      100
Ba008AA008454,Adi-8      100
Ba104AA008256,BDTR11E      100
Ba117AA008269,BDTR13G      100
Ba098AA008250,BDTR10K      100
