"Accession" "Drought" "Heat" "Heat.Drought"
"93" "BdTR3P" -9.2057156348614 -13.0662006715401 -3.04248758005776
"94" "BdTR3R" -10.1535170564021 -4.95961176280751 -18.1651746034553
"95" "BdTR3T" -4.49940890831922 -6.88320877155021 -2.91421987940609
"96" "BdTR5B" -4.3976933202274 -9.62011572402172 -4.4312872380436
"97" "BdTR5E" -3.15199591401076 -25.5468909414284 -4.91849800347313
"98" "BdTR5G" -2.39199338519981 -67.1600266944082 -2.08535047806162
"99" "BdTR5H" -4.58229392247218 -5.28520405523278 -1.21147994301985
"100" "BdTR5I" -5.20880357436297 -43.8419866600299 -3.57535557053236
"101" "BdTR5J" -7.04776778281521 -63.9384839456667 -1.54582861427217
"102" "BdTR5K" -3.04865064932506 -29.9666334207761 -3.94479449143742
"103" "BdTR5M" -4.583312737194 -17.1570231051062 -1.18246909235506
"104" "BdTR5N" -5.62766290898284 -56.1015580110787 0.303608367230275
"105" "BdTR5O" -10.6896233612917 -1.82307860083399 -4.45999382553332
"106" "BdTR8A" -17.3254298748757 1.47195727418497 -1.70619059760913
"107" "BdTR8M" -12.317862040301 -0.4240508373449 -3.07476291470829
"108" "BdTR9A" -5.08550145635362 3.24272326679607 3.75945056232493
"109" "BdTR9G" -10.2967476658502 -38.5045211662159 1.97236557460358
"110" "BdTR9I" -8.02555758775303 3.97921918473869 -7.3785158130682
"111" "BdTR9K" -4.68681754282206 6.53201564066469 5.46931098454613
"112" "Bis-1" -3.12564020041578 -38.3993480878566 -0.644673433544256
"113" "Fon2" -5.15667018171127 -4.14647986730743 -5.88241622138008
"114" "Gaz-2" -15.6382347118042 -34.5416480877334 -2.10086902038562
"115" "Gaz-3" -6.00694300441245 0.0434997741239584 -2.26485294218738
"116" "Gaz-4" -5.18990186989229 -16.3830311032259 -4.01070286158677
"117" "Gaz-5" -6.61430664690294 -13.3047010166176 -0.171980749023678
"118" "Gaz-7" -7.59109701610392 -14.1456847961803 -2.69118867935739
"119" "Gaz-8" -1.4986861868634 1.69275606121033 -4.51271810907155
"120" "Kah-2" -3.39773243816365 -8.70671901473986 -3.70203508908546
"121" "Kah-6" -6.28816837468563 -55.2096805660293 -4.70093773598369
"122" "Koz-2" -5.09501333011311 -20.7107215676399 -2.21425382768114
"123" "Luc1" -6.77215957661808 0.220808478924811 -5.45024299521988
"124" "Mon1" -5.95474801490003 2.38504950580415 -1.43763616981836
"125" "Mon3" -6.48140217488771 -6.05687215370732 -9.78314140415837
"126" "Per1" -5.5796025123953 1.92474278036803 -2.0734516404509
"127" "Sig2" -4.62501120898545 1.13804921060973 -2.55969512255284
"128" "Tek-4" -10.3364252104986 -13.4083119282362 -2.03942507019019
"129" "Tek-5" -7.05852612442609 -0.186466041838406 -4.73984543535751
