"Accession" "Drought" "Heat" "Heat.Drought"
"90" "BdTR3M" 5.3019206376224 10.3360030114693 11.8569742521836
"91" "BdTR3N" 2.65034681260458 8.07447915777248 9.12226578502011
"92" "BdTR3O" 3.53134172531296 8.28250077123845 9.11673132982416
"93" "BdTR3P" 5.92033489389681 10.6651873544436 11.6544416535098
"94" "BdTR3R" 4.64546899653748 8.25469481827083 11.5229429844008
"95" "BdTR3T" 5.81051728291155 9.96140650501965 11.7133196544497
"96" "BdTR5B" 6.41420739022706 11.6032655801778 14.0729241598326
"97" "BdTR5E" 6.91789598586325 11.9460818546013 12.2601860315749
"98" "BdTR5G" 7.00869490444321 12.8277649012403 12.1584100591656
"99" "BdTR5H" 6.9758109717683 7.31021922948071 9.35914047983139
"100" "BdTR5I" 5.16633576595905 11.2392139034936 13.0896468132291
"101" "BdTR5J" 6.6832912124512 11.9792342061773 11.9664845901378
"102" "BdTR5K" 3.8307327541442 9.54460906817717 9.62081700041337
"103" "BdTR5M" 3.60643488500342 9.77480465934302 11.1561096516244
"104" "BdTR5N" 7.39888485185445 10.9163031434483 11.5439319693937
"105" "BdTR5O" 6.74734126042249 9.50013337251015 12.2244945089544
"106" "BdTR8A" 6.18782359998374 8.29716934875141 8.00856440385688
"107" "BdTR8M" 5.64229388105596 7.97685519068615 7.61899664957696
"108" "BdTR9A" 2.8258095876983 7.9316493344023 7.30286145245336
"109" "BdTR9G" 4.52080453535198 8.84634164109102 8.96572440946105
"110" "BdTR9I" 2.32273449826875 7.41123528246005 9.42799272871103
"111" "BdTR9K" -0.320250239856399 5.811005984376 5.53659947552547
"112" "Bis-1" 0.684672926589499 6.06327710342517 8.55524751114909
"113" "Fon2" 6.43568010745881 10.3816865921911 10.524250480633
"114" "Gaz-2" 6.17125893240495 8.80991983378298 8.72038275750546
"115" "Gaz-3" 6.69212570182657 8.39947089191488 9.03434381788268
"116" "Gaz-4" 8.64675647612243 12.0107335242281 10.9641059529841
"117" "Gaz-5" 3.33686025781397 5.3706573401775 6.7177701803529
"118" "Gaz-7" 2.76936701668915 8.38538872695912 8.07910817800979
"119" "Gaz-8" 1.88174623694924 5.23668235045735 7.82717251848662
"120" "Kah-2" 3.5416486295842 7.97248397883535 8.8014987854049
"121" "Kah-6" 6.24487967719952 10.0459063612196 11.5915075420102
"122" "Koz-2" 6.63322910599088 10.0065982980411 11.9601871920963
"123" "Luc1" 6.30856162144684 9.13462997647654 11.1913748548515
"124" "Mon1" 4.97860286673292 8.92756297131225 9.98809921459941
"125" "Mon3" 3.79392238174692 5.79147687319455 6.8833076285787
"126" "Per1" 3.51612677138874 8.7941583362167 9.0584231050358
"127" "Sig2" 6.21616758672965 8.62181894792346 10.5102109417766
"128" "Tek-4" 5.75382930941975 8.11402294266377 8.67123911639087
"129" "Tek-5" 7.06906391517476 10.4410319453657 12.0547276663674
