Ba037AB0013220,BdTR1H    20
Ba097AA0012984,BDTR10J   100
Ba082AA0013508,BdTR8A    100
Ba068AA0013417,BdTR3R    100
Ba105AB0013045,BDTR11F   20
Ba045AA0013271,BdTR2D    100
Ba048AB0013296,BdTR2G    20
Ba147AB0013689,BdTR10F     20
Ba073AB0013450,BdTR5E    20
Ba095AB0012974,BDTR10H   20
Ba104AA0013032,BDTR11E   100
Br001AB0012884,Bd21-0    20
Ba078AA0013482,BdTR5K    100
Ba079AA0013487,BdTR5M    100
Ba053AA0013327,BdTR2M    100
Br001AB0012885,Bd21-0    20
Ba089AB0013549,BDTR9K    20
Ba044AA0013263,BdTR2C    100
Ba066AB0013407,BdTR3O    20
Ba105AA0013040,BDTR11F   100
Ba099AA0012998,BDTR10M   100
Ba098AB0012996,BDTR10K   20
Ba055AA0013340,BdTR2O    100
Ba108AA0013061,BDTR11I   100
Ba045AB0013275,BdTR2D    20
Ba068AA0013420,BdTR3R    100
Ba147AA0013686,BdTR10F     100
Ba067AA0013411,BdTR3P    100
Ba038AA0013223,BdTR1I    100
Ba056AB0013353,BdTR2P    20
Ba072AA0013439,BdTR5B    100
Ba050AB0013309,BdTR2I    20
Ba090AA0012943,BDTR10A   100
Ba038AB0013225,BdTR1I    20
Ba090AB0012947,BDTR10A   20
Ba039AA0013231,BdTR1J    100
Ba057AA0013354,BdTR2R    100
Ba108AA0013062,BDTR11I   100
Ba054AB0013338,BdTR2N    20
Ba111AA0013083,BDTR13A   100
Ba111AA0013084,BDTR13A   100
Ba085AB0013528,BDTR9A    20
Ba073AA0013447,BdTR5E    100
Ba069AB0013428,BdTR3S    20
Ba124AA0012671,ABR2      100
Br002AA0013774,Bd21-3    100
Br002AB0013797,Bd21-3    20
Ba096AA0012978,BDTR10I   100
Ba094AA0012963,BDTR10E   100
Ba089AA0013544,BDTR9K    100
Ba095AA0012970,BDTR10H   100
Ba082AA0013511,BdTR8A    100
Ba065AA0013399,BdTR3N    100
Br001AB0013729,Bd21-0    20
Ba048AB0013295,BdTR2G    20
Ba130AB0012717,ABR9      20
Ba105AA0013042,BDTR11F   100
Ba053AA0013328,BdTR2M    100
Ba089AA0013546,BDTR9K    100
Ba130AB0012716,ABR9      20
Ba088AA0013536,BDTR9I    100
Ba079AA0013489,BdTR5M    100
Ba101AA0013012,BDTR11B   100
Ba080AB0013498,BdTR5N    20
Ba104AB0013036,BDTR11E   20
Ba060AA0013376,BdTR3B    100
Ba078AB0013485,BdTR5K    20
Ba094AA0012962,BDTR10E   100
Ba054AB0013337,BdTR2N    20
Ba057AA0013356,BdTR2R    100
Ba037AA0013217,BdTR1H    100
Ba109AB0013073,BDTR12A   20
Ba099AA0013000,BDTR10M   100
Ba058AB0013367,BdTR2S    20
Ba040AB0013240,BdTR1K    20
Ba096AB0012981,BDTR10I   20
Ba050AB0013310,BdTR2I    20
Ba099AA0012997,BDTR10M   100
Ba101AA0013013,BDTR11B   100
Ba078AA0013483,BdTR5K    100
Ba055AA0013343,BdTR2O    100
Ba067AA0013410,BdTR3P    100
Ba088AB0013541,BDTR9I    20
Ba097AA0012985,BDTR10J   100
Ba044AA0013266,BdTR2C    100
Ba072AB0013444,BdTR5B    20
Ba045AA0013273,BdTR2D    100
Ba058AA0013363,BdTR2S    100
Ba057AB0013359,BdTR2R    20
Ba094AA0012965,BDTR10E   100
Ba085AB0013527,BDTR9A    20
Ba089AA0013545,BDTR9K    100
Ba038AB0013227,BdTR1I    20
Ba060AB0013381,BdTR3B    20
Ba037AA0013216,BdTR1H    100
Ba124AB0013811,ABR2     20
Ba077AA0014018,BdTR5J     100
Ba048AA0013292,BdTR2G    100
Ba120AB0013923,BdTR13K     20
Ba082AA0013509,BdTR8A    100
Ba125AB0013813,ABR3     20
Ba123AB0013929,BdTR13O     20
Ba053AB0013332,BdTR2M    20
Ba121AA0013924,BdTR13M     100
Ba043AB0013954,BdTR2B     20
Ba103AA0013888,BdTR11D     100
Ba105AB0013043,BDTR11F   20
Ba130AA0012712,ABR9      100
Ba017AA0014044,Gaz-3     100
Ba069AB0013430,BdTR3S    20
Ba111AB0013087,BDTR13A   20
Ba080AA0013494,BdTR5N    100
Ba141AB0014073,Sig2     20
Ba079AB0013492,BdTR5M    20
Ba141AA0014072,Sig2     100
Ba124AA0012669,ABR2      100
Ba039AB0013948,BdTR1J     20
Ba106AA0013894,BdTR11G     100
Ba112AB0013907,BdTR13B     20
Ba053AA0013976,BdTR2M     100
Ba038AA0013945,BdTR1I     100
Ba005AA0013843,Adi-4     100
Ba124AA0013810,ABR2     100
Ba076AB0014016,BdTR5I     20
Ba108AB0013899,BdTR11I     20
Ba039AB0013233,BdTR1J    20
Ba093AB0013864,BdTR10D     20
Ba087AA0014035,BdTR9G     100
Ba121AA0013153,BDTR13M   100
Ba055AB0013344,BdTR2O    20
Ba043AA0013952,BdTR2B     100
Ba147AA0013683,BdTR10F     100
Ba140AA0014060,Luc1     100
Ba118AA0013918,BdTR13H     100
Ba044AB0013267,BdTR2C    20
Ba054AA0013335,BdTR2N    100
Ba075AA0014013,BdTR5H     100
Ba110AB0013903,BdTR12B     20
Ba090AB0012946,BDTR10A   20
Ba074AB0014012,BdTR5G     20
Ba139AA0012650,Abi1      100
Ba108AB0013065,BDTR11I   20
Ba139AA0012648,Abi1      100
Ba073AB0013449,BdTR5E    20
Ba134AA0014066,Mon3     100
Ba108AA0013898,BdTR11I     100
Ba139AA0012649,Abi1      100
Ba098AA0012993,BDTR10K   100
Br002AA0013772,Bd21-3    100
Ba123AA0013928,BdTR13O     100
Ba053AA0013977,BdTR2M     100
Ba128AA0012700,ABR6      100
Ba045AB0013958,BdTR2D     20
Ba077AB0014019,BdTR5J     20
Ba126AB0013815,ABR4     20
Ba121AB0013155,BDTR13M   20
Ba112AB0013092,BDTR13B   20
Ba117AA0013126,BDTR13G   100
Ba121AA0013154,BDTR13M   100
Ba078AA0014020,BdTR5K     100
Ba119AA0013920,BdTR13J     100
Ba134AA0013644,Mon3      100
Ba068AB0013422,BdTR3R    20
Ba066AB0013408,BdTR3O    20
Ba129AA0012707,ABR7      100
Ba042AA0013949,BdTR1N     100
Ba146AB0014069,Mur3     20
Ba116AA0013119,BDTR13F   100
Ba050AB0013970,BdTR2I     20
Ba039AB0013232,BdTR1J    20
Br001AA0012833,Bd21-0    100
Ba105AB0013893,BdTR11F     20
Ba104AA0013033,BDTR11E   100
Ba009AA0012804,Adi-9     100
Ba139AA0013804,Abi1     100
Ba132AB0012668,ABR14     20
Ba109AB0013901,BdTR12A     20
Ba040AA0013237,BdTR1K    100
Ba110AA0013076,BDTR12B   100
Ba082AB0014030,BdTR8A     20
Ba090AA0013857,BdTR10A     100
Ba079AA0014022,BdTR5M     100
Ba116AA0013117,BDTR13F   100
Ba050AA0013306,BdTR2I    100
Ba080AB0014025,BdTR5N     20
Ba009AB0012808,Adi-9     20
Ba122AA0013159,BDTR13N   100
Ba132AA0012662,ABR14     100
Ba051AA0013972,BdTR2J     100
Ba125AB0012681,ABR3      20
Ba125AA0012679,ABR3      100
Ba122AB0013163,BDTR13N   20
Ba126AA0012684,ABR4      100
Ba085AB0013526,BDTR9A    20
Ba110AA0013902,BdTR12B     100
Ba007AB0013850,Adi-7     20
Ba111AB0013905,BdTR13A     20
Ba052AA0013974,BdTR2K     100
Ba122AB0013164,BDTR13N   20
Ba109AA0013068,BDTR12A   100
Ba070AB0013435,BdTR3T    20
Ba107AB0013897,BdTR11H     20
Ba094AB0013867,BdTR10E     20
Ba128AA0012699,ABR6      100
Ba140AA0013627,Luc1      100
Ba083AA0014031,BdTR8M     100
Ba125AA0012678,ABR3      100
Ba116AA0013914,BdTR13F     100
